"","Squad","League","#Pl","Poss","MP","Starts","Min","Gls","Ast","PK","PKatt","xG","npxG","xA","GA","SoTA","Saves","Save%","W","D","L","CS","CS%","PKA","PKsv","PKm","FK","CK","OG","PSxG","PSxG/SoT","PSxG+/-","GKLongPassCmp","GKLongPassAtt","GKLongPassCmp%","GKPassAtt","GKPassThr","GKPassLaunch%","GKPassAvgLen","GKickAtt","GKickLaunch%","GKickAvgLen","GKCrossOpp","GKCrossStp","GKCrossStp%","#OPA","AvgDist","Sh","SoT","SoT%","G/Sh","G/SoT","npxG/Sh","G-xG","np:G-xG","PassCmp","PassAtt","PassCmp%","PassTotDist","PassPrgDist","SPassCmp","SPassAtt","SPassCmp%","MPassCmp","MPassAtt","MPassCmp%","LPassCmp","LPassAtt","LPassCmp%","A-xA","KP","PassF3","PPA","CrsPA","ProgPasses","Att","PassLive","PassDead","PassFK","PassTB","PassPress","PassSw","PassCrs","PassCK","CKIn","CKOut","CKStr","PassGround","PassLow","PassHigh","PassLeft","PassRight","PassHead","PassTI","PassOther","PassOff","PassOut","PassInt","PassBlocks","SCA","SCAPassLive","SCAPassDead","SCADrib","SCASh","SCAFld","GCA","GCAPassLive","GCAPassDead","GCADrib","GCASh","GCAFld","GCAOG","TklTkl","TklTklW","TklDef3rd","TklMid3rd","TklAtt3rd","vDribTkl","vDribAtt","vDribTkl%","vDribPast","Press","PressSucc","Press%","PressDef3rd","PressMid3rd","PressAtt3rd","Blocks","BlockSh","BlockShSv","BlockPass","Int","Clr","Err","Touches","TouchesDefPen","TouchesDef3rd","TouchesMid3rd","TouchesAtt3rd","TouchesAttPen","TouchesLive","DribSucc","DribAtt","DribSucc%","Drib#Pl","DribMegs","Carries","CarryTotDist","CarryPrgDist","Targ","Rec","Rec%","Miscon","Dispos","Mn/MP","Min%","Subs","Mn/Sub","unSub","PPM","onG","onGA","+/-","onxG","onxGA","xG+/-","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","Recov","AerWon","AerLost","AerWon%"
"41","Bournemouth","Premier-League",0.771428571428571,44.7,35,385,3150,0.971428571428571,0.6,0.0857142857142857,0.0857142857142857,1.11428571428571,1.04857142857143,0.725714285714286,1.71428571428571,4.77142857142857,3.2,0.671,0.228571428571429,0.2,0.571428571428571,0.142857142857143,14.3,0.142857142857143,0,0,0.0857142857142857,0.142857142857143,0,1.65714285714286,0.32,-0.0571428571428571,5.2,17.1428571428571,30.3,22.6571428571429,5.28571428571429,50.7,1.23714285714286,8.08571428571429,70,1.64571428571429,8.77142857142857,0.542857142857143,6.2,0.428571428571429,0.408571428571429,9.88571428571429,2.97142857142857,30.1,0.09,0.3,0.11,-0.142857142857143,-0.162857142857143,323.6,428.342857142857,75.5,6334.45714285714,2284.45714285714,6.31428571428571,19,33.2,8441,9914,85.1,76.1142857142857,126.085714285714,60.4,-0.125714285714286,6.91428571428571,23.8857142857143,6.42857142857143,1.28571428571429,36.2285714285714,428.342857142857,380,48.3428571428571,12.1142857142857,1.11428571428571,81.5428571428571,9.57142857142857,16.1714285714286,4.91428571428571,2.28571428571429,1.34285714285714,0.457142857142857,247.771428571429,77.6285714285714,102.942857142857,125.971428571429,238.571428571429,23,20.5142857142857,6.94285714285714,1.4,9.77142857142857,6.57142857142857,13,14.5142857142857,10.0857142857143,1.74285714285714,0.857142857142857,0.771428571428571,1.02857142857143,1.48571428571429,0.8,0.0857142857142857,0.142857142857143,0.257142857142857,0.171428571428571,0.0285714285714286,14.7142857142857,9.17142857142857,7.54285714285714,5.6,1.57142857142857,4.85714285714286,15.1142857142857,32.1,10.2571428571429,179.657142857143,47.0571428571429,26.2,59.8,78.1428571428571,41.7142857142857,18.4,4.74285714285714,0.0857142857142857,13.6571428571429,12.5714285714286,30.9714285714286,0.4,553.028571428571,74.1714285714286,210.485714285714,234.142857142857,140.171428571429,21.0285714285714,505.685714285714,9.57142857142857,17.2857142857143,55.4,10.4857142857143,0.714285714285714,331.114285714286,2001.11428571429,1051.62857142857,394.942857142857,323.6,81.9,14,11.2857142857143,90,100,2.71428571428571,0.685714285714286,4.62857142857143,0.0254285714285714,1.02857142857143,1.71428571428571,-0.685714285714286,1.11428571428571,1.50857142857143,-0.394285714285714,0.0571428571428571,9.65714285714286,10.2,1.8,16.1714285714286,9.17142857142857,0.0571428571428571,0.114285714285714,95.2857142857143,19.2285714285714,20.6571428571429,48.2
"51","Brighton","Premier-League",0.714285714285714,52.7,35,385,3150,0.914285714285714,0.628571428571429,0.0285714285714286,0.0571428571428571,1.13714285714286,1.09428571428571,0.737142857142857,1.48571428571429,4.51428571428571,3.17142857142857,0.684,0.228571428571429,0.342857142857143,0.428571428571429,0.228571428571429,22.9,0.0571428571428571,0,0,0,0.228571428571429,0.0857142857142857,1.53428571428571,0.33,0.134285714285714,6.74285714285714,13.2285714285714,51,31.6285714285714,6.25714285714286,32.3,0.945714285714286,7.02857142857143,42.7,1.07428571428571,7.65714285714286,0.6,7.8,0.485714285714286,0.411428571428571,12,3.65714285714286,30.5,0.07,0.24,0.09,-0.222857142857143,-0.208571428571429,421.4,523.085714285714,80.6,8494.94285714286,2767.02857142857,5.42857142857143,17.6571428571429,30.7,10824,12308,87.9,106.714285714286,153.771428571429,69.4,-0.108571428571429,8.65714285714286,28.5714285714286,8.45714285714286,2.25714285714286,43.2571428571429,523.085714285714,475.6,47.4857142857143,10.4,0.8,96.0571428571429,16.8285714285714,18.1142857142857,4.57142857142857,1.54285714285714,1.74285714285714,0.885714285714286,328.771428571429,89.2857142857143,105.028571428571,105.428571428571,353.885714285714,20.5428571428571,22.9714285714286,9.17142857142857,1.77142857142857,9.8,8.48571428571429,13.4285714285714,18.3428571428571,13.5714285714286,1.85714285714286,1.08571428571429,0.857142857142857,0.857142857142857,1.68571428571429,1.05714285714286,0.2,0.114285714285714,0.0571428571428571,0.142857142857143,0.114285714285714,17.6285714285714,10.8857142857143,8.88571428571429,6.48571428571429,2.25714285714286,5.85714285714286,17.2285714285714,34,11.3714285714286,153.885714285714,46.7714285714286,30.4,52.6857142857143,64.4,36.8,16.4,4.05714285714286,0.0857142857142857,12.3428571428571,10.7428571428571,23.8571428571429,0.4,641.457142857143,75.4,233.657142857143,282.457142857143,165.314285714286,23.6571428571429,595.285714285714,9.65714285714286,16.1428571428571,59.8,10.1428571428571,0.571428571428571,419.971428571429,2458.65714285714,1276.91428571429,496.942857142857,421.4,84.8,12.5714285714286,13.2285714285714,90,100,3.22857142857143,0.571428571428571,4.08571428571429,0.0294285714285714,1.02857142857143,1.48571428571429,-0.457142857142857,1.13714285714286,1.44,-0.3,0.0285714285714286,10.0285714285714,8.42857142857143,1.88571428571429,18.1142857142857,10.8857142857143,0.0571428571428571,0.0571428571428571,93.2571428571429,16.5714285714286,14.3428571428571,53.6
"61","Burnley","Premier-League",0.628571428571429,40.4,35,385,3150,1.08571428571429,0.8,0.0571428571428571,0.0571428571428571,1.09714285714286,1.05428571428571,0.657142857142857,1.34285714285714,4.22857142857143,2.97142857142857,0.709,0.4,0.228571428571429,0.371428571428571,0.4,40,0.114285714285714,0.0285714285714286,0,0,0.2,0.0285714285714286,1.31714285714286,0.29,0.00285714285714286,7.54285714285714,24.7428571428571,30.5,23.2571428571429,4.25714285714286,74.6,1.57142857142857,8.05714285714286,91.8,2.01428571428571,10.2285714285714,1.4,13.7,1,0.471428571428571,9.68571428571429,3.28571428571429,33.9,0.11,0.31,0.11,-0.0114285714285714,-0.0257142857142857,254.2,367.685714285714,69.1,5196.91428571429,2033.62857142857,5.94285714285714,16.9714285714286,35,6302,7636,82.5,68.2,132.542857142857,51.5,0.142857142857143,6.45714285714286,19.5142857142857,4.88571428571429,1.82857142857143,30.1714285714286,367.685714285714,319.257142857143,48.4285714285714,11.1428571428571,0.657142857142857,74.6,11.8857142857143,18.5428571428571,4.37142857142857,4,0.0571428571428571,0.114285714285714,175.685714285714,64.4571428571429,127.542857142857,114.085714285714,185.028571428571,21.6857142857143,22.5428571428571,6.6,2.17142857142857,10.6,4.71428571428571,10.9142857142857,13.6857142857143,9.45714285714286,1.68571428571429,0.657142857142857,0.942857142857143,0.914285714285714,1.62857142857143,1.08571428571429,0.228571428571429,0.0857142857142857,0.142857142857143,0.0571428571428571,0.0285714285714286,15.3428571428571,9.02857142857143,6.97142857142857,6.28571428571429,2.08571428571429,5.37142857142857,16.1428571428571,33.3,10.7714285714286,155.285714285714,39.5142857142857,25.4,47.7142857142857,68.3142857142857,39.2571428571429,18.8857142857143,5.05714285714286,0.0857142857142857,13.8285714285714,9.97142857142857,33.8571428571429,0.142857142857143,487.542857142857,63.7428571428571,159.8,227.742857142857,123.085714285714,16.3714285714286,439.857142857143,7.4,13.1142857142857,56.4,8.02857142857143,0.485714285714286,255.742857142857,1445.11428571429,697.685714285714,331.857142857143,254.2,76.6,10.6285714285714,9.57142857142857,90,100,1.91428571428571,0.571428571428571,5.31428571428571,0.0408571428571429,1.11428571428571,1.34285714285714,-0.228571428571429,1.09714285714286,1.30857142857143,-0.211428571428571,0,10.7142857142857,9.88571428571429,2.37142857142857,18.5428571428571,9.02857142857143,0.0285714285714286,0.142857142857143,94.6857142857143,24.2,23.1428571428571,51.1
"71","Chelsea","Premier-League",0.771428571428571,60.7,35,385,3150,1.8,1.2,0.2,0.2,1.77428571428571,1.63428571428571,1.20857142857143,1.4,3.05714285714286,1.77142857142857,0.561,0.514285714285714,0.171428571428571,0.314285714285714,0.2,20,0.0571428571428571,0,0,0.0285714285714286,0.285714285714286,0.0857142857142857,1.11142857142857,0.36,-0.202857142857143,4.34285714285714,10.4857142857143,41.4,26.5714285714286,4.17142857142857,29.4,0.917142857142857,6.11428571428571,43.9,1.13428571428571,7.02857142857143,0.485714285714286,6.9,0.628571428571429,0.442857142857143,16.4571428571429,5.6,34,0.1,0.29,0.1,0.0257142857142857,-0.0342857142857143,540.257142857143,641.885714285714,84.2,10498.3714285714,2964.91428571429,9.34285714285714,21.2,44.1,14068,15684,89.7,128.971428571429,172.571428571429,74.7,-0.00857142857142857,12,38.2,11.4571428571429,2.68571428571429,48.9142857142857,641.885714285714,593,48.8857142857143,10.4571428571429,1,117.485714285714,19.3714285714286,22.6571428571429,6.77142857142857,2.34285714285714,2.37142857142857,0.542857142857143,446.114285714286,90.6285714285714,105.142857142857,111.8,471,18.8,23.1428571428571,6.77142857142857,1.57142857142857,8.51428571428571,7.17142857142857,13.5428571428571,26.0285714285714,19.6857142857143,2.2,1.45714285714286,1.22857142857143,1.45714285714286,2.8,2.02857142857143,0.142857142857143,0.171428571428571,0.2,0.257142857142857,0,19.4571428571429,12.0571428571429,9.28571428571429,7.8,2.37142857142857,6.02857142857143,16.5714285714286,36.4,10.5428571428571,162.542857142857,49.8285714285714,30.7,48.1142857142857,74.0857142857143,40.3428571428571,15.2,2.77142857142857,0.0571428571428571,12.4285714285714,11.9142857142857,24.6285714285714,0.257142857142857,764.085714285714,65.2,230.971428571429,372.257142857143,209.571428571429,31.9142857142857,716.457142857143,12.5428571428571,19.3428571428571,64.8,13.4571428571429,0.314285714285714,538.028571428571,2991.08571428571,1632.42857142857,616.942857142857,540.257142857143,87.6,12.5428571428571,12.3714285714286,90,100,2.97142857142857,0.6,4.34285714285714,0.0488571428571429,1.8,1.4,0.4,1.77428571428571,1.04,0.731428571428571,0,10.1428571428571,10,1.62857142857143,22.6571428571429,12.0571428571429,0.171428571428571,0.0571428571428571,97.9428571428571,17.4571428571429,17.5428571428571,49.9
"81","Crystal Palace","Premier-League",0.714285714285714,44.5,35,385,3150,0.8,0.542857142857143,0.0857142857142857,0.0857142857142857,0.954285714285714,0.891428571428571,0.665714285714286,1.28571428571429,4.48571428571429,3.22857142857143,0.713,0.314285714285714,0.257142857142857,0.428571428571429,0.285714285714286,28.6,0,0,0.0285714285714286,0.0285714285714286,0.2,0.0571428571428571,1.4,0.32,0.171428571428571,7,20.4857142857143,34.2,22.6571428571429,4.48571428571429,59.6,1.29428571428571,8.25714285714286,84.4,1.80285714285714,9.65714285714286,0.857142857142857,8.9,0.428571428571429,0.374285714285714,9.71428571428571,3.02857142857143,31.2,0.07,0.24,0.09,-0.154285714285714,-0.177142857142857,316.057142857143,416.057142857143,76,6141.74285714286,2356.28571428571,7.91428571428571,19.2571428571429,41.1,8223,9624,85.4,73.2,121.828571428571,60.1,-0.122857142857143,6.57142857142857,22.7142857142857,6.54285714285714,1.28571428571429,37,416.057142857143,364.657142857143,51.4,13.4571428571429,0.428571428571429,82.8285714285714,11.4285714285714,15.2285714285714,4.74285714285714,2.71428571428571,1.31428571428571,0.314285714285714,248.171428571429,67.4285714285714,100.457142857143,100.8,252.914285714286,17.7714285714286,22.6285714285714,7.34285714285714,1.34285714285714,8.82857142857143,7.22857142857143,12.0857142857143,13.6285714285714,8.94285714285714,1.65714285714286,1.28571428571429,0.628571428571429,1.05714285714286,1.48571428571429,0.971428571428571,0.0857142857142857,0.142857142857143,0.0571428571428571,0.171428571428571,0.0571428571428571,19.2,11.2,10.4285714285714,6.82857142857143,1.94285714285714,6.62857142857143,17.1142857142857,38.7,10.4857142857143,166.028571428571,44.8,27,65.1142857142857,69.8285714285714,31.0857142857143,17.8857142857143,4.14285714285714,0.0857142857142857,13.7428571428571,11.6571428571429,27.2571428571429,0.342857142857143,545.285714285714,66.5142857142857,194.342857142857,248.371428571429,133.714285714286,24,494.6,11.9142857142857,19.1428571428571,62.2,12.6285714285714,0.657142857142857,324.142857142857,1914.65714285714,1014.25714285714,386.228571428571,316.057142857143,81.8,13.4857142857143,14.4571428571429,90,100,2.6,0.542857142857143,4.71428571428571,0.0342857142857143,0.857142857142857,1.28571428571429,-0.428571428571429,0.954285714285714,1.37428571428571,-0.42,0,11.0857142857143,12.5428571428571,1.42857142857143,15.2285714285714,11.2,0.0571428571428571,0.0285714285714286,92.4285714285714,19.4285714285714,19.1714285714286,50.3
"91","Everton","Premier-League",0.685714285714286,48.5,35,385,3150,1.11428571428571,0.828571428571429,0.0285714285714286,0.0285714285714286,1.33428571428571,1.31428571428571,0.802857142857143,1.48571428571429,3.94285714285714,2.6,0.638,0.342857142857143,0.257142857142857,0.4,0.228571428571429,22.9,0.0571428571428571,0,0.0285714285714286,0.0857142857142857,0.171428571428571,0.0857142857142857,1.29428571428571,0.32,-0.105714285714286,8.37142857142857,21.1428571428571,39.6,28.4285714285714,4.45714285714286,57.9,1.34285714285714,7.14285714285714,65.6,1.57142857142857,7.82857142857143,0.6,7.7,0.657142857142857,0.428571428571429,12.5142857142857,4.2,33.6,0.09,0.26,0.11,-0.22,-0.228571428571429,338.142857142857,442.428571428571,76.4,7179.11428571429,2602.82857142857,4.94285714285714,17.4,28.4,8339,9800,85.1,94.9428571428571,145.028571428571,65.5,0.0257142857142857,8.31428571428571,26.9428571428571,7.68571428571429,2.11428571428571,43.4285714285714,442.428571428571,392.571428571429,49.8571428571429,12.2285714285714,1.11428571428571,76.3714285714286,15.6285714285714,21.3142857142857,5.57142857142857,2.48571428571429,2.2,0.514285714285714,260.085714285714,75.9714285714286,106.371428571429,122.971428571429,253.885714285714,20.6857142857143,22.4,6.82857142857143,1.31428571428571,9.91428571428571,7.11428571428571,14.1714285714286,18.1714285714286,12,2.25714285714286,1.17142857142857,1.51428571428571,1.17142857142857,1.68571428571429,1.11428571428571,0.114285714285714,0.142857142857143,0.228571428571429,0.0285714285714286,0.0571428571428571,19.8857142857143,11.2285714285714,9.94285714285714,7.2,2.74285714285714,6.71428571428571,19.8571428571429,33.8,13.1428571428571,163.028571428571,43.9428571428571,27,54.2857142857143,71.8857142857143,36.8571428571429,15.2285714285714,3.25714285714286,0.0285714285714286,11.9714285714286,10.9428571428571,27.0857142857143,0.285714285714286,565.685714285714,68.2285714285714,192.257142857143,258.171428571429,147.771428571429,23.4285714285714,516.8,10.4571428571429,16.7428571428571,62.5,11.4285714285714,0.828571428571429,337.971428571429,2045.22857142857,1080.14285714286,414.4,338.142857142857,81.6,12.8857142857143,12.3428571428571,90,100,3.08571428571429,0.685714285714286,4.25714285714286,0.0368571428571429,1.17142857142857,1.48571428571429,-0.314285714285714,1.33428571428571,1.29428571428571,0.0428571428571429,0.0857142857142857,12.2,10.3142857142857,1.6,21.3142857142857,11.2285714285714,0,0.0857142857142857,94.7714285714286,21.7714285714286,21.7142857142857,50.1
"101","Leicester City","Premier-League",0.628571428571429,57.6,35,385,3150,1.8,1.31428571428571,0.142857142857143,0.2,1.59142857142857,1.44,1.12,1.02857142857143,3.45714285714286,2.65714285714286,0.76,0.485714285714286,0.228571428571429,0.285714285714286,0.342857142857143,34.3,0.2,0.0571428571428571,0,0,0.2,0.0285714285714286,1.2,0.3,0.2,6.28571428571429,12.5142857142857,50.2,24.4857142857143,4.02857142857143,38.6,1.05142857142857,6.51428571428571,46.9,1.14857142857143,7.85714285714286,0.285714285714286,3.6,0.714285714285714,0.454285714285714,13.7142857142857,4.71428571428571,34.4,0.12,0.35,0.11,0.208571428571429,0.217142857142857,455.171428571429,556,81.9,8771.54285714286,2743.97142857143,7.08571428571429,19.5428571428571,36.3,12029,13521,89,104.4,150.142857142857,69.5,0.194285714285714,10.2,32.3714285714286,8.62857142857143,2,43.6571428571429,556,505.657142857143,50.3428571428571,12.8285714285714,1.77142857142857,94.2571428571429,14.6571428571429,20.1142857142857,5.6,1.4,2.68571428571429,0.428571428571429,372.8,84.5428571428571,98.6571428571429,124.857142857143,371.342857142857,18.8857142857143,23.3714285714286,6.8,1.48571428571429,9.6,7.62857142857143,13.6571428571429,21.8857142857143,15.6857142857143,2.05714285714286,1.74285714285714,1,1.34285714285714,3.02857142857143,2.37142857142857,0.142857142857143,0.2,0.0571428571428571,0.2,0.0571428571428571,20.6,12.4857142857143,10.0857142857143,8.02857142857143,2.48571428571429,7.71428571428571,21.5142857142857,35.9,13.8,172.457142857143,53.4,31,57.2,77.4,37.8571428571429,15.9428571428571,2.85714285714286,0.0571428571428571,13.0857142857143,11.0285714285714,26.7142857142857,0.342857142857143,680.571428571429,63.1428571428571,215.485714285714,327.371428571429,177.514285714286,26.6,632.142857142857,11,18.1714285714286,60.5,11.9142857142857,0.571428571428571,444.314285714286,2474.77142857143,1347.74285714286,527.228571428571,455.171428571429,86.3,12.4,12.7428571428571,90,100,2.85714285714286,0.6,4.48571428571429,0.0482857142857143,1.85714285714286,1.02857142857143,0.828571428571429,1.59142857142857,1.22285714285714,0.371428571428571,0.0285714285714286,10.9714285714286,11.6571428571429,1.71428571428571,20.1142857142857,12.4857142857143,0.171428571428571,0.257142857142857,92.8285714285714,17.8285714285714,15.9142857142857,52.8
"111","Liverpool","Premier-League",0.685714285714286,63.3,35,385,3150,2.11428571428571,1.77142857142857,0.142857142857143,0.142857142857143,1.88571428571429,1.77714285714286,1.36,0.771428571428571,2.8,2.05714285714286,0.735,0.857142857142857,0.0857142857142857,0.0571428571428571,0.428571428571429,42.9,0.0285714285714286,0,0,0.0285714285714286,0.0571428571428571,0.0285714285714286,0.822857142857143,0.29,0.08,5.2,10.5428571428571,49.3,26.2857142857143,4.71428571428571,29.9,0.957142857142857,6.4,42,1.12,7.71428571428571,0.6,7.8,1.2,0.465714285714286,15.3428571428571,5.74285714285714,37.4,0.13,0.34,0.12,0.228571428571429,0.194285714285714,545.628571428571,656.8,83.1,11138.6857142857,3292.25714285714,7.57142857142857,20.0857142857143,37.7,13784,15378,89.6,144.228571428571,197.342857142857,73.1,0.411428571428571,11.4285714285714,45.2,13.4,2.6,56.5142857142857,656.8,607.914285714286,48.8857142857143,11.1714285714286,2.45714285714286,99.5428571428571,23.4,23.4857142857143,6.65714285714286,1.71428571428571,3.17142857142857,0.228571428571429,438.742857142857,94.8571428571429,123.2,145.142857142857,447.8,22.7142857142857,22.8857142857143,7.05714285714286,1.28571428571429,10.2857142857143,8.22857142857143,14.2,23.7428571428571,17.8857142857143,1.82857142857143,1.91428571428571,1.05714285714286,1,3.51428571428571,2.4,0.285714285714286,0.342857142857143,0.228571428571429,0.2,0.0571428571428571,16.2,10,6.11428571428571,6.85714285714286,3.22857142857143,5.85714285714286,16.5428571428571,35.4,10.6857142857143,151.257142857143,48.0571428571429,31.8,40.6571428571429,63.1714285714286,47.4285714285714,12.8285714285714,2.11428571428571,0.0571428571428571,10.7142857142857,9.31428571428571,23.7142857142857,0.257142857142857,769.971428571429,58.1142857142857,200.685714285714,393.742857142857,221.828571428571,35,721.657142857143,11.3714285714286,18.3714285714286,61.9,12.5428571428571,0.714285714285714,525.314285714286,2745.02857142857,1504.2,630.457142857143,545.628571428571,86.5,12.4571428571429,11.2857142857143,90,100,3.22857142857143,0.485714285714286,4.11428571428571,0.076,2.17142857142857,0.771428571428571,1.4,1.88571428571429,1.07428571428571,0.814285714285714,0,8.8,7.51428571428571,1.37142857142857,23.4857142857143,10,0.114285714285714,0.0285714285714286,103.114285714286,16.4285714285714,14.7428571428571,52.7
"121","Manchester City","Premier-League",0.685714285714286,66.3,35,385,3150,2.54285714285714,1.85714285714286,0.171428571428571,0.285714285714286,2.45142857142857,2.23714285714286,1.77428571428571,0.971428571428571,2.85714285714286,1.94285714285714,0.69,0.657142857142857,0.0857142857142857,0.257142857142857,0.428571428571429,42.9,0.0857142857142857,0,0,0.0285714285714286,0.114285714285714,0.0285714285714286,0.905714285714286,0.3,-0.0371428571428571,4.05714285714286,7.85714285714286,51.6,27.2857142857143,4.48571428571429,22.6,0.854285714285714,4.17142857142857,40.4,1.07142857142857,5.57142857142857,0.428571428571429,7.7,0.971428571428571,0.505714285714286,19.0285714285714,6.42857142857143,33.8,0.12,0.37,0.12,0.0914285714285714,0.134285714285714,634.942857142857,724.771428571429,87.6,12320.2571428571,3305.54285714286,7.65714285714286,20.4857142857143,37.4,16682,18192,91.7,150.657142857143,184.514285714286,81.7,0.0828571428571429,14.5428571428571,49.3714285714286,15.5714285714286,2.62857142857143,59.5714285714286,724.771428571429,682.914285714286,41.8571428571429,9.11428571428571,2.8,111.4,21.2285714285714,24.4285714285714,7.91428571428571,2.51428571428571,1.74285714285714,0.742857142857143,548.057142857143,90.4,86.3142857142857,269.371428571429,402.714285714286,17.8857142857143,18.7142857142857,7.51428571428571,1.65714285714286,7.08571428571429,9.37142857142857,14.3428571428571,31.6,24.6285714285714,1.65714285714286,2.37142857142857,1.54285714285714,1.4,4.22857142857143,3.11428571428571,0.142857142857143,0.371428571428571,0.257142857142857,0.342857142857143,0,14.9142857142857,9.65714285714286,6.08571428571429,6,2.82857142857143,6.17142857142857,17.2,35.9,11.0285714285714,134.257142857143,42.0857142857143,31.3,31.7142857142857,58.2285714285714,44.3142857142857,11.9142857142857,1.94285714285714,0.0571428571428571,9.97142857142857,9.4,16.9142857142857,0.457142857142857,827,58.5714285714286,193.857142857143,427.971428571429,262.342857142857,42.2571428571429,785.714285714286,13.9714285714286,21.4,65.3,14.6571428571429,0.485714285714286,598.257142857143,3353.71428571429,1988.77142857143,701,634.942857142857,90.6,8.65714285714286,10.6,90,100,3.08571428571429,0.628571428571429,4.31428571428571,0.0588571428571429,2.6,0.971428571428571,1.62857142857143,2.45142857142857,0.914285714285714,1.53428571428571,0.0571428571428571,9.51428571428571,7.68571428571429,1.77142857142857,24.4285714285714,9.65714285714286,0.257142857142857,0.0571428571428571,90.7142857142857,13.3428571428571,12.0571428571429,52.5
"131","Manchester Utd","Premier-League",0.8,56.1,35,385,3150,1.71428571428571,1.17142857142857,0.257142857142857,0.371428571428571,1.58,1.3,1.01714285714286,1,3.28571428571429,2.34285714285714,0.713,0.457142857142857,0.314285714285714,0.228571428571429,0.314285714285714,31.4,0.0571428571428571,0,0,0.0285714285714286,0.228571428571429,0.0285714285714286,0.951428571428571,0.28,-0.02,3.17142857142857,8.31428571428571,38.1,17.7142857142857,3.97142857142857,34,0.988571428571429,6.74285714285714,33.9,0.994285714285714,7.42857142857143,0.342857142857143,4.6,0.285714285714286,0.38,14.1142857142857,5.4,38.3,0.1,0.27,0.1,0.134285714285714,0.157142857142857,456.828571428571,553.114285714286,82.6,8476.42857142857,2546.82857142857,7.34285714285714,20.4571428571429,35.9,12386,13915,89,95.6,135.085714285714,70.8,0.154285714285714,10.6857142857143,35,9.34285714285714,1.42857142857143,46.0285714285714,553.114285714286,504.342857142857,48.7714285714286,12.5142857142857,1.17142857142857,97.7142857142857,15.8571428571429,17.1428571428571,5.45714285714286,1.97142857142857,1.85714285714286,0.485714285714286,392.628571428571,76.3714285714286,84.1142857142857,152.4,347.342857142857,15.6,22.0571428571429,6.62857142857143,1.34285714285714,8.22857142857143,8.91428571428571,14.9142857142857,23.9142857142857,18.6285714285714,1.42857142857143,1.48571428571429,0.742857142857143,1.57142857142857,2.71428571428571,2.02857142857143,0.114285714285714,0.2,0.0285714285714286,0.285714285714286,0.0571428571428571,16.2571428571429,9.48571428571429,7.68571428571429,6.37142857142857,2.2,5.51428571428571,16.6285714285714,33.2,11.1142857142857,157.171428571429,43.9428571428571,28,49.7142857142857,70.6285714285714,36.8285714285714,16.2,2.91428571428571,0,13.2857142857143,9.57142857142857,23.9714285714286,0.2,671.628571428571,60.8571428571429,197.314285714286,327.6,192.171428571429,25.8857142857143,623.714285714286,12.5714285714286,20.6571428571429,60.9,13.4571428571429,1,458.714285714286,2757.02857142857,1591.25714285714,523.8,456.828571428571,87.2,11.6571428571429,12.2,90,100,3.17142857142857,0.457142857142857,4.17142857142857,0.0482857142857143,1.74285714285714,1,0.742857142857143,1.58,0.96,0.62,0,11.0571428571429,11.3428571428571,1.45714285714286,17.1428571428571,9.48571428571429,0.314285714285714,0.0571428571428571,92,15.5714285714286,12.8571428571429,54.8
